Attributes,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Symbols,TCS.NS,MSFT,TCS.NS,MSFT,TCS.NS,MSFT,TCS.NS,MSFT,TCS.NS,MSFT,TCS.NS,MSFT
Date,,,,,,,,,,,,
2020-01-17,2150.047607421875,163.63552856445312,2219.10009765625,167.10000610351562,2253.550048828125,167.47000122070312,2213.0,165.42999267578125,2240.75,167.4199981689453,3281059.0,34371700.0
2020-01-20,2102.814208984375,,2170.35009765625,,2242.199951171875,,2156.199951171875,,2194.89990234375,,5817599.0,
2020-01-21,2103.49267578125,163.0479736328125,2171.050048828125,166.5,2186.550048828125,168.19000244140625,2158.050048828125,166.42999267578125,2169.949951171875,166.67999267578125,1902980.0,29517200.0
2020-01-22,2138.22705078125,162.26455688476562,2206.89990234375,165.6999969482422,2210.0,167.49000549316406,2173.699951171875,165.67999267578125,2181.0,167.39999389648438,1773686.0,24138800.0
2020-01-23,2127.59375,163.26341247558594,2190.949951171875,166.72000122070312,2217.75,166.8000030517578,2183.699951171875,165.27000427246094,2209.800048828125,166.19000244140625,2069866.0,19680800.0
2020-01-24,2120.26220703125,161.61822509765625,2183.39990234375,165.0399932861328,2190.949951171875,167.52999877929688,2170.0,164.4499969482422,2190.949951171875,167.50999450683594,1319430.0,24918100.0
2020-01-27,2106.521240234375,158.91546630859375,2169.25,162.27999877929688,2193.449951171875,163.3800048828125,2165.0,160.1999969482422,2189.699951171875,161.14999389648438,1549101.0,32078100.0
2020-01-28,2120.6015625,162.029541015625,2183.75,165.4600067138672,2187.800048828125,165.75999450683594,2152.0,163.07000732421875,2174.0,163.77999877929688,1743024.0,24899900.0
2020-01-29,2092.295166015625,164.5560302734375,2154.60009765625,168.0399932861328,2186.949951171875,168.75,2150.0,165.69000244140625,2185.0,167.83999633789062,2306761.0,34754500.0
2020-01-30,2076.029296875,169.19776916503906,2137.85009765625,172.77999877929688,2165.0,174.0500030517578,2125.0,170.7899932861328,2160.0,174.0500030517578,2098567.0,51597500.0
2020-01-31,2018.9295654296875,166.70062255859375,2079.050048828125,170.22999572753906,2144.35009765625,172.39999389648438,2071.60009765625,169.5800018310547,2139.39990234375,172.2100067138672,3287223.0,36142700.0
2020-02-03,2041.701416015625,170.76458740234375,2102.5,174.3800048828125,2194.699951171875,174.5,2093.199951171875,170.39999389648438,2152.0,170.42999267578125,4728073.0,30107000.0
2020-02-04,2046.7996826171875,176.38558959960938,2107.75,180.1199951171875,2136.699951171875,180.63999938964844,2086.60009765625,176.30999755859375,2129.0,177.13999938964844,3509339.0,36433300.0
2020-02-05,2084.4775390625,176.17013549804688,2146.550048828125,179.89999389648438,2156.699951171875,184.1999969482422,2104.300048828125,178.41000366210938,2115.0,184.02999877929688,2439322.0,39186300.0
2020-02-06,2066.80419921875,179.8228302001953,2128.35009765625,183.6300048828125,2174.199951171875,183.82000732421875,2115.5,180.05999755859375,2145.0,180.97000122070312,2640065.0,27751400.0
2020-02-07,2074.7666015625,180.0774383544922,2136.550048828125,183.88999938964844,2151.0,185.6300048828125,2119.0,182.47999572753906,2139.0,182.85000610351562,2083442.0,33529100.0
2020-02-10,2099.432373046875,184.78768920898438,2161.949951171875,188.6999969482422,2167.0,188.83999633789062,2119.0,183.25,2140.89990234375,183.5800018310547,2383032.0,35844300.0
2020-02-11,2091.129638671875,180.6160125732422,2153.39990234375,184.44000244140625,2174.800048828125,190.6999969482422,2147.60009765625,183.5,2163.0,190.64999389648438,1335820.0,53159900.0
2020-02-12,2107.977783203125,180.88043212890625,2170.75,184.7100067138672,2185.0,185.85000610351562,2150.0,181.85000610351562,2151.10009765625,185.5800018310547,1620407.0,47062900.0
2020-02-13,2128.564697265625,179.90115356445312,2191.949951171875,183.7100067138672,2197.0,186.22999572753906,2171.0,182.8699951171875,2172.949951171875,183.0800018310547,1645948.0,35295800.0
2020-02-14,2121.03857421875,181.5071563720703,2184.199951171875,185.35000610351562,2212.0,185.41000366210938,2171.0,182.64999389648438,2188.0,183.25,1500115.0,23149500.0
2020-02-17,2139.537841796875,,2203.25,,2217.0,,2190.199951171875,,2196.949951171875,,1774724.0,
2020-02-18,2151.6767578125,183.34815979003906,2215.75,187.22999572753906,2221.0,187.6999969482422,2186.050048828125,185.5,2199.949951171875,185.61000061035156,2486223.0,27792200.0
2020-02-19,2132.837646484375,183.8980712890625,2196.35009765625,187.27999877929688,2230.0,188.17999267578125,2190.5,186.47000122070312,2215.75,188.05999755859375,1760463.0,29997500.0
2020-02-20,2094.431396484375,181.08973693847656,2156.800048828125,184.4199981689453,2214.39990234375,187.25,2151.25,181.10000610351562,2204.5,186.9499969482422,2317278.0,36862400.0
2020-02-21,,175.36497497558594,,178.58999633789062,,183.5,,177.25,,183.1699981689453,,48572600.0
2020-02-24,2054.18017578125,167.80404663085938,2115.35009765625,170.88999938964844,2178.949951171875,174.5500030517578,2106.699951171875,163.22999572753906,2156.0,167.77000427246094,3092877.0,68311100.0
2020-02-25,2093.800048828125,165.03497314453125,2156.14990234375,168.07000732421875,2176.64990234375,174.83999633789062,2111.0,167.64999389648438,2115.5,174.1999969482422,2674567.0,68073300.0
2020-02-26,2062.191650390625,167.0970458984375,2123.60009765625,170.1699981689453,2163.89990234375,173.25999450683594,2112.949951171875,168.2100067138672,2154.0,169.7100067138672,2686842.0,56206100.0
2020-02-27,2044.61474609375,155.3235626220703,2105.5,158.17999267578125,2119.949951171875,167.02999877929688,2086.199951171875,157.97999572753906,2119.949951171875,163.32000732421875,2349001.0,93174900.0
2020-02-28,1942.3114013671875,159.08438110351562,2000.1500244140625,162.00999450683594,2069.5,163.7100067138672,1990.0,152.0,2068.0,152.41000366210938,4298076.0,97012700.0
2020-03-02,1943.427978515625,169.66970825195312,2001.300048828125,172.7899932861328,2053.949951171875,172.9199981689453,1985.699951171875,162.30999755859375,2035.0,165.30999755859375,2667076.0,71030800.0
2020-03-03,1977.318603515625,161.5392303466797,2036.199951171875,164.50999450683594,2060.0,175.0,2012.0,162.25999450683594,2020.0,173.8000030517578,2757585.0,71677000.0
2020-03-04,2022.9598388671875,167.4701690673828,2083.199951171875,170.5500030517578,2094.449951171875,170.6999969482422,2025.0,165.6199951171875,2056.0,168.49000549316406,3237002.0,49814400.0
2020-03-05,2063.599609375,163.26747131347656,2125.050048828125,166.27000427246094,2147.75,170.8699951171875,2084.050048828125,165.69000244140625,2085.699951171875,166.0500030517578,3937056.0,47817300.0
2020-03-06,2055.248046875,158.65234375,2116.449951171875,161.57000732421875,2123.64990234375,163.11000061035156,2071.60009765625,156.0,2098.0,162.61000061035156,2595027.0,72821100.0
2020-03-09,1915.3150634765625,147.9000701904297,1972.3499755859375,150.6199951171875,2079.89990234375,157.75,1935.0,150.0,2075.0,151.0,4940975.0,70419300.0
2020-03-10,,158.01406860351562,,160.9199981689453,,161.02999877929688,,152.5800018310547,,158.16000366210938,,65354400.0
2020-03-11,1897.204345703125,150.85572814941406,1953.699951171875,153.6300048828125,1987.300048828125,157.6999969482422,1920.0,151.14999389648438,1933.0,157.1300048828125,6796449.0,56371600.0
2020-03-12,1718.670654296875,136.54881286621094,1769.8499755859375,139.05999755859375,1908.4000244140625,153.47000122070312,1758.3499755859375,138.5800018310547,1904.0,145.3000030517578,8728786.0,93226400.0
2020-03-13,1754.0665283203125,155.96182250976562,1806.300048828125,158.8300018310547,1820.0,161.91000366210938,1506.050048828125,140.72999572753906,1687.9000244140625,147.5,8029720.0,92727400.0
2020-03-16,1647.3446044921875,132.97457885742188,1696.4000244140625,135.4199981689453,1842.25,149.35000610351562,1675.8499755859375,135.0,1755.0,140.0,7844271.0,87905900.0
2020-03-17,1610.0550537109375,143.92320251464844,1658.0,146.57000732421875,1731.0,147.5,1623.1500244140625,135.0,1730.0,140.0,5713248.0,81059800.0
2020-03-18,1606.559326171875,137.8646240234375,1654.4000244140625,140.39999389648438,1713.550048828125,146.0,1627.75,135.02000427246094,1676.800048828125,138.0,7258778.0,81593200.0
2020-03-19,1600.6412353515625,140.1329345703125,1636.3499755859375,142.7100067138672,1685.449951171875,150.14999389648438,1546.75,139.0,1559.699951171875,142.77000427246094,5135111.0,85922700.0
2020-03-20,1758.2257080078125,134.8697052001953,1797.449951171875,137.35000610351562,1869.0,147.10000610351562,1627.0,135.86000061035156,1630.0,146.0,8547498.0,84866200.0
2020-03-23,1633.263427734375,133.5244598388672,1669.699951171875,135.97999572753906,1750.0,140.57000732421875,1617.75,132.52000427246094,1620.0,137.00999450683594,7003490.0,78975200.0
2020-03-24,1665.9837646484375,145.6612548828125,1703.1500244140625,148.33999633789062,1770.0,149.60000610351562,1632.8499755859375,141.27000427246094,1653.050048828125,143.75,6350865.0,82516700.0
2020-03-25,1712.1046142578125,144.2668914794922,1750.300048828125,146.9199981689453,1810.0,154.3300018310547,1680.0,144.44000244140625,1700.0,148.91000366210938,2765520.0,75638200.0
2020-03-26,1751.8677978515625,153.2909393310547,1790.949951171875,156.11000061035156,1832.050048828125,156.66000366210938,1722.550048828125,148.3699951171875,1831.5999755859375,148.39999389648438,4556067.0,64568100.0
2020-03-27,1784.6854248046875,146.99668884277344,1824.5,149.6999969482422,1850.0,154.88999938964844,1750.4000244140625,149.1999969482422,1820.0,151.75,4331250.0,57042300.0
2020-03-30,1739.6893310546875,157.33651733398438,1778.5,160.22999572753906,1905.0,160.60000610351562,1763.550048828125,150.00999450683594,1766.0,152.44000244140625,8513547.0,63420300.0
2020-03-31,1786.25048828125,154.862060546875,1826.0999755859375,157.7100067138672,1855.0,164.77999877929688,1780.0,156.55999755859375,1837.4000244140625,159.39999389648438,3927593.0,77927200.0
2020-04-01,1671.4615478515625,149.3631591796875,1708.75,152.11000061035156,1834.75,157.75,1702.0,150.82000732421875,1825.9000244140625,153.0,4941878.0,57969900.0
2020-04-02,,152.45628356933594,,155.25999450683594,,155.47999572753906,,150.36000061035156,,151.86000061035156,,49630700.0
2020-04-03,1618.101806640625,151.05209350585938,1654.199951171875,153.8300018310547,1740.0,157.3800048828125,1650.0,152.19000244140625,1740.0,155.10000610351562,5735369.0,41243300.0
2020-04-06,,162.2855224609375,,165.27000427246094,,166.5,,157.5800018310547,,160.32000732421875,,67111700.0
2020-04-07,1736.46142578125,160.5376434326172,1775.199951171875,163.49000549316406,1785.8499755859375,170.0,1705.0,163.25999450683594,1710.0,169.58999633789062,5427577.0,62769000.0
2020-04-08,1668.2333984375,162.14804077148438,1705.449951171875,165.1300048828125,1806.0,166.6699981689453,1701.0,163.5,1760.0,165.6699981689453,6285615.0,48318200.0
2020-04-09,1727.60888671875,162.1578826904297,1766.1500244140625,165.13999938964844,1778.800048828125,167.3699951171875,1731.199951171875,163.3300018310547,1750.449951171875,166.36000061035156,5307397.0,51385100.0
2020-04-13,1720.8594970703125,162.5211944580078,1759.25,165.50999450683594,1787.0,165.57000732421875,1746.0,162.3000030517578,1761.0,164.35000610351562,2990438.0,41905300.0
2020-04-14,,170.56329345703125,,173.6999969482422,,173.75,,168.0,,169.0,,52874300.0
2020-04-15,1697.285400390625,168.77618408203125,1735.1500244140625,171.8800048828125,1812.0,173.57000732421875,1727.800048828125,169.24000549316406,1785.0,171.1999969482422,4761399.0,40940800.0
2020-04-16,1678.602294921875,173.84298706054688,1716.050048828125,177.0399932861328,1764.9000244140625,177.27999877929688,1675.050048828125,172.89999389648438,1709.949951171875,174.3000030517578,6245533.0,50479600.0
2020-04-17,1766.78466796875,175.3748321533203,1806.199951171875,178.60000610351562,1851.949951171875,180.0,1753.0,175.8699951171875,1800.0,179.5,9895823.0,52765600.0
2020-04-20,1778.9632568359375,171.89874267578125,1818.6500244140625,175.05999755859375,1830.0,178.75,1802.5,174.99000549316406,1830.0,176.6300048828125,3244282.0,36669600.0
2020-04-21,1699.73095703125,164.78948974609375,1737.6500244140625,167.82000732421875,1794.5999755859375,173.6699981689453,1727.699951171875,166.11000061035156,1765.0,173.5,5122541.0,56203700.0
2020-04-22,1730.8857421875,170.3865509033203,1769.5,173.52000427246094,1790.0,174.0,1719.1500244140625,170.82000732421875,1737.6500244140625,171.38999938964844,3829836.0,34620200.0
2020-04-23,1837.2626953125,168.32447814941406,1878.25,171.4199981689453,1900.0,175.05999755859375,1760.8499755859375,170.91000366210938,1780.0,174.11000061035156,5934366.0,32790800.0
2020-04-24,1778.8653564453125,171.39796447753906,1818.550048828125,174.5500030517578,1851.949951171875,174.55999755859375,1807.800048828125,170.7100067138672,1840.699951171875,172.05999755859375,2987102.0,34277600.0
2020-04-27,1796.5213623046875,170.906982421875,1836.5999755859375,174.0500030517578,1875.0,176.89999389648438,1825.0,173.3000030517578,1832.300048828125,176.58999633789062,3374741.0,33194400.0
2020-04-28,1818.481689453125,166.7435760498047,1859.050048828125,169.80999755859375,1868.0,175.6699981689453,1832.5999755859375,169.38999938964844,1865.0,175.58999633789062,2678505.0,34392700.0
2020-04-29,1864.064697265625,174.22593688964844,1905.6500244140625,177.42999267578125,1912.550048828125,177.67999267578125,1850.050048828125,171.8800048828125,1874.0,173.22000122070312,4241510.0,51286600.0
2020-04-30,1970.490234375,175.9738006591797,2014.449951171875,179.2100067138672,2032.0,180.39999389648438,1942.199951171875,176.22999572753906,1980.0,180.0,5915544.0,53875900.0
2020-05-01,,171.41758728027344,,174.57000732421875,,178.63999938964844,,174.00999450683594,,175.8000030517578,,39370500.0
2020-05-04,1888.3236083984375,175.6104736328125,1930.449951171875,178.83999633789062,1966.0,179.0,1913.6500244140625,173.8000030517578,1966.0,174.49000549316406,3729348.0,30372900.0
2020-05-05,1890.5732421875,177.4958038330078,1932.75,180.75999450683594,1977.0,183.64999389648438,1927.0,179.89999389648438,1955.0999755859375,180.6199951171875,2905528.0,36839200.0
2020-05-06,1862.0594482421875,179.24365234375,1903.5999755859375,182.5399932861328,1953.699951171875,184.1999969482422,1893.5999755859375,181.6300048828125,1939.800048828125,182.0800018310547,3517431.0,32139300.0
2020-05-07,1850.3702392578125,180.28453063964844,1891.6500244140625,183.60000610351562,1934.449951171875,184.5500030517578,1883.3499755859375,182.5800018310547,1910.0,184.1699981689453,3166754.0,28316000.0
2020-05-08,1852.08203125,181.3450164794922,1893.4000244140625,184.67999267578125,1939.5,185.0,1886.25,183.36000061035156,1939.0999755859375,184.97999572753906,2686530.0,30877800.0
2020-05-11,1893.06787109375,183.36782836914062,1935.300048828125,186.74000549316406,1951.4000244140625,187.50999450683594,1909.0,182.85000610351562,1909.0,183.14999389648438,2449841.0,30892700.0
2020-05-12,1906.957763671875,179.21420288085938,1949.5,182.50999450683594,1956.5,187.0399932861328,1910.25,182.3000030517578,1933.4000244140625,186.8000030517578,3256595.0,32038200.0
2020-05-13,1907.1046142578125,176.50405883789062,1949.6500244140625,179.75,1994.0,184.0500030517578,1925.6500244140625,176.5399932861328,1994.0,182.5500030517578,2656665.0,44711500.0
2020-05-14,1860.8365478515625,177.26995849609375,1902.3499755859375,180.52999877929688,1923.0999755859375,180.69000244140625,1891.0999755859375,175.67999267578125,1910.0,177.5399932861328,2263146.0,41873900.0
2020-05-15,1851.5927734375,179.85247802734375,1892.9000244140625,183.16000366210938,1917.4000244140625,187.05999755859375,1865.199951171875,177.0,1916.0,179.05999755859375,3173682.0,46610400.0
2020-05-18,1903.142822265625,181.5708770751953,1945.5999755859375,184.91000366210938,1952.949951171875,186.1999969482422,1872.0999755859375,183.9600067138672,1907.0,185.75,3727694.0,35264500.0
2020-05-19,1906.1263427734375,180.31398010253906,1948.6500244140625,183.6300048828125,1966.449951171875,186.60000610351562,1903.0,183.49000549316406,1903.0,185.02999877929688,3198693.0,26799100.0
2020-05-20,1910.9683837890625,182.81507873535156,1953.5999755859375,185.66000366210938,1962.9000244140625,185.85000610351562,1931.699951171875,183.94000244140625,1950.0,184.80999755859375,2778505.0,31261300.0
2020-05-21,1947.7476806640625,180.61923217773438,1991.199951171875,183.42999267578125,1998.0,186.6699981689453,1941.1500244140625,183.2899932861328,1946.0,185.39999389648438,3400908.0,29119500.0
2020-05-22,1976.26171875,180.69801330566406,2020.3499755859375,183.50999450683594,2032.0,184.4600067138672,1961.25,182.5399932861328,1977.0999755859375,183.19000244140625,3663418.0,20826900.0
2020-05-26,1900.599609375,178.78775024414062,1943.0,181.57000732421875,2024.0,186.5,1925.0,181.10000610351562,2015.0,186.33999633789062,4575317.0,36073600.0
2020-05-27,1961.540283203125,179.02406311035156,2005.300048828125,181.80999755859375,2010.0,181.99000549316406,1941.25,176.60000610351562,1959.0,180.1999969482422,3482160.0,39517100.0
2020-05-28,1960.56201171875,178.62034606933594,2004.300048828125,181.39999389648438,2014.0,184.14999389648438,1971.300048828125,180.3800048828125,1988.5,180.74000549316406,3475681.0,33810200.0
2020-05-29,1929.30908203125,180.44200134277344,1972.3499755859375,183.25,2002.6500244140625,184.27000427246094,1962.4000244140625,180.41000366210938,1982.0,182.72999572753906,7237735.0,42130400.0
2020-06-01,2000.6180419921875,180.02842712402344,2045.25,182.8300018310547,2060.0,183.0,1981.0999755859375,181.4600067138672,1990.0,182.5399932861328,3747773.0,22622400.0
2020-06-02,2002.4769287109375,182.0765838623047,2047.1500244140625,184.91000366210938,2081.0,185.0,2040.050048828125,181.35000610351562,2060.199951171875,184.25,2443886.0,30794600.0
2020-06-03,2007.382080078125,182.5196533203125,2046.1500244140625,185.36000061035156,2063.75,185.94000244140625,2020.0,183.5800018310547,2051.85009765625,184.82000732421875,3699799.0,27311000.0
2020-06-04,2051.921875,180.11703491210938,2091.550048828125,182.9199981689453,2100.0,185.83999633789062,2046.75,182.3000030517578,2046.75,184.3000030517578,4048593.0,28761800.0
2020-06-05,2009.4423828125,184.33145141601562,2048.25,187.1999969482422,2098.0,187.72999572753906,2040.300048828125,182.00999450683594,2091.60009765625,182.6199951171875,3573289.0,39893600.0
2020-06-08,2032.497314453125,185.4736785888672,2071.75,188.36000061035156,2095.0,188.5500030517578,2062.10009765625,184.44000244140625,2078.25,185.94000244140625,2957841.0,33211600.0
2020-06-09,2032.7913818359375,186.89161682128906,2072.050048828125,189.8000030517578,2095.5,190.6999969482422,2060.25,187.25999450683594,2063.10009765625,188.0,2909439.0,29783900.0
2020-06-10,2068.795654296875,193.82374572753906,2108.75,196.83999633789062,2132.0,198.52000427246094,2073.5,191.00999450683594,2077.050048828125,191.1300048828125,5168397.0,43872300.0
2020-06-11,2028.474609375,183.4157257080078,2067.64990234375,186.27000427246094,2105.0,195.75999450683594,2061.800048828125,186.07000732421875,2100.0,193.1300048828125,2269513.0,52854700.0
2020-06-12,2000.858154296875,184.8632049560547,2039.5,187.74000549316406,2049.199951171875,191.72000122070312,2011.0,185.17999267578125,2011.199951171875,190.5399932861328,2842642.0,43373600.0
2020-06-15,1991.4398193359375,186.0447998046875,2029.9000244140625,188.94000244140625,2059.0,190.82000732421875,2000.949951171875,184.00999450683594,2039.0999755859375,184.5800018310547,2399022.0,32770200.0
2020-06-16,2007.038818359375,190.60385131835938,2045.800048828125,193.57000732421875,2073.949951171875,195.5800018310547,2031.0,191.4600067138672,2065.0,192.88999938964844,2146528.0,42556700.0
2020-06-17,2009.0009765625,191.2635955810547,2047.800048828125,194.24000549316406,2058.85009765625,196.32000732421875,2026.550048828125,193.69000244140625,2046.0,195.02999877929688,2703527.0,25687800.0
2020-06-18,1999.4844970703125,193.31170654296875,2038.0999755859375,196.32000732421875,2059.199951171875,196.49000549316406,2025.199951171875,194.0,2045.0,194.0,1944389.0,23061600.0
2020-06-19,2005.8614501953125,192.15965270996094,2044.5999755859375,195.14999389648438,2090.0,199.2899932861328,2032.0,194.3699951171875,2042.0,198.58999633789062,5681758.0,44441100.0
2020-06-22,1989.5269775390625,197.49661254882812,2027.949951171875,200.57000732421875,2052.25,200.75999450683594,2019.1500244140625,195.22999572753906,2050.0,195.7899932861328,3196138.0,32818900.0
2020-06-23,1996.737548828125,198.81605529785156,2035.300048828125,201.91000366210938,2044.0,203.9499969482422,2010.0,201.42999267578125,2027.0,202.08999633789062,4205944.0,30917400.0
2020-06-24,2003.5068359375,194.8084259033203,2042.199951171875,197.83999633789062,2064.25,203.25,2031.5999755859375,196.55999755859375,2034.0,201.60000610351562,2560937.0,36740600.0
2020-06-25,1977.9012451171875,197.27012634277344,2016.0999755859375,200.33999633789062,2060.0,200.61000061035156,2009.25,195.47000122070312,2035.0,197.8000030517578,3043931.0,27803900.0
2020-06-26,2078.70458984375,193.3215789794922,2118.85009765625,196.3300018310547,2132.0,199.88999938964844,2019.949951171875,194.8800048828125,2025.0,199.72999572753906,6300722.0,54675800.0
2020-06-29,2061.830322265625,195.39923095703125,2101.64990234375,198.44000244140625,2127.60009765625,198.52999877929688,2091.300048828125,193.5500030517578,2108.0,195.77999877929688,3076341.0,26701600.0
2020-06-30,2042.699951171875,200.39154052734375,2082.14990234375,203.50999450683594,2111.89990234375,204.39999389648438,2075.050048828125,197.74000549316406,2100.0,197.8800048828125,3071725.0,34310300.0
